830 10439 1
1228 248 1
1636 298 1
606 3021 1
149 3355 1
1875 180 1
93 255 1
566 106 1
520 4608 1
1534 549 1
1459 105 1
848 449 1
913 1169 1
1576 249 1
320 666 1
630 564 1
186 1908 1
1662 5380 1
586 206 1
1247 3220 1
1037 16 1
596 8462 1
1517 8358 1
227 239 1
69 17 1
69 1960 1
1761 16855 1
1576 867 1
1749 16784 1
430 19 1
778 6855 1
974 682 1
580 8323 1
1626 3283 1
296 5332 1
542 5349 1
250 256 1
650 6961 1
164 3564 1
1013 6598 1
174 139 1
1732 909 1
298 5348 1
258 139 1
318 411 1
78 383 1
1204 568 1
267 244 1
1746 176 1
1653 183 1
1704 3705 1
1457 14 1
542 717 1
1407 452 1
981 245 1
1505 554 1
390 247 1
1002 4814 1
1318 8037 1
367 6154 1
767 1369 1
732 106 1
926 421 1
1541 161 1
1865 378 1
298 3981 1
778 1668 1
286 3805 1
939 701 1
1606 3718 1
996 4557 1
1644 2435 1
649 2620 1
1114 424 1
172 3691 1
1463 5871 1
1692 1200 1
942 106 1
781 14 1
425 6786 1
55 1418 1
1443 665 1
1212 174 1
1104 370 1
1423 429 1
1732 990 1
1192 2768 1
1296 13047 1
1367 410 1
723 248 1
1543 176 1
405 1469 1
1396 1106 1
1833 1384 1
1377 16 1
61 1808 1
1015 662 1
131 239 1
636 4541 1
1018 3228 1
1270 2569 1
1519 419 1
663 3950 1
1544 6660 1
237 1365 1
1401 1435 1
1665 496 1
319 5604 1
872 4498 1
826 5196 1
1362 391 1
465 476 1
1495 695 1
1608 1057 1
298 5359 1
114 886 1
1659 6140 1
1825 3199 1
507 373 1
1275 411 1
1712 1633 1
1127 916 1
841 685 1
508 7555 1
172 2981 1
1311 416 1
1667 270 1
8 397 1
647 120 1
1547 30 1
1585 449 1
491 1328 1
97 2562 1
810 6779 1
1245 282 1
790 3414 1
1374 1359 1
940 933 1
1269 4738 1
1318 278 1
341 2143 1
340 1506 1
1607 112 1
323 2650 1
1798 1393 1
1790 636 1
100 2613 1
1596 374 1
1384 488 1
153 214 1
969 740 1
1207 1563 1
1131 2761 1
966 11433 1
673 376 1
1599 1766 1
1439 477 1
1508 1945 1
1122 112 1
1366 749 1
1787 1994 1
1319 3220 1
1210 695 1
1485 38 1
1736 16638 1
1273 2541 1
901 16 1
53 1604 1
1405 130 1
1685 122 1
1307 249 1
1083 2226 1
1735 816 1
579 565 1
63 21 1
133 3152 1
290 5251 1
1025 11831 1
218 244 1
1729 258 1
549 752 1
1534 15250 1
522 7728 1
1039 11955 1
377 4164 1
1099 12461 1
1338 2537 1
1234 2788 1
1629 15855 1
1691 630 1
597 0 1
1419 851 1
453 7084 1
80 2288 1
1068 739 1
2 109 1
374 447 1
589 368 1
155 38 1
1400 400 1
1506 15079 1
1606 3965 1
1080 3841 1
1853 3918 1
1317 38 1
121 490 1
325 676 1
1578 14982 1
26 985 1
222 425 1
1569 436 1
1648 763 1
20 820 1
320 799 1
1077 3140 1
1695 2702 1
1564 873 1
678 9236 1
957 3261 1
1530 386 1
886 420 1
298 5354 1
1061 12192 1
861 816 1
1754 21 1
1346 3956 1
592 240 1
1621 327 1
1841 664 1
1751 1790 1
1434 411 1
1273 1473 1
1508 1317 1
1153 6290 1
477 7321 1
853 10583 1
1691 293 1
1010 2283 1
292 3615 1
1083 37 1
325 353 1
480 1473 1
1331 1447 1
859 136 1
1316 2113 1
1643 481 1
617 122 1
682 580 1
1109 178 1
1481 1811 1
1664 1946 1
637 161 1
1272 3614 1
500 633 1
1529 3256 1
402 166 1
865 10715 1
591 2284 1
413 964 1
726 418 1
672 1372 1
62 439 1
192 4002 1
1252 3005 1
16 667 1
1019 11792 1
171 183 1
1561 178 1
641 8895 1
1712 5709 1
847 380 1
919 11154 1
386 240 1
1127 2317 1
749 362 1
946 7782 1
851 10575 1
346 2508 1
1736 9310 1
544 7966 1
1145 12850 1
157 3488 1
1483 14918 1
409 6569 1
776 2112 1
46 1458 1
903 232 1
1199 13146 1
516 7663 1
44 282 1
1396 14 1
1581 4436 1
1670 272 1
1062 895 1
1868 7154 1
608 2489 1
519 7707 1
1803 115 1
792 249 1
1766 10175 1
969 494 1
922 1655 1
73 156 1
1796 549 1
409 4605 1
1267 255 1
693 959 1
165 2391 1
1301 232 1
1620 5647 1
707 122 1
401 6472 1
1671 630 1
259 922 1
484 7403 1
1440 10478 1
1633 658 1
238 4592 1
1820 177 1
1875 10298 1
129 336 1
845 10522 1
705 301 1
1193 2345 1
145 3299 1
1005 666 1
699 2409 1
1194 2081 1
1654 14 1
1586 147 1
1082 4040 1
1580 38 1
1506 552 1
658 2725 1
8 385 1
113 327 1
1610 5646 1
1028 639 1
1492 152 1
1261 629 1
150 3382 1
830 4050 1
641 481 1
1787 1633 1
245 456 1
594 2717 1
170 3622 1
1073 4467 1
1231 2555 1
193 487 1
298 3995 1
1370 3375 1
912 11106 1
574 8277 1
1768 4653 1
431 461 1
875 157 1
820 10359 1
382 6282 1
291 5278 1
708 916 1
1244 3218 1
292 5294 1
1476 255 1
1157 1331 1
990 2015 1
1090 11689 1
988 274 1
1668 16034 1
1751 16796 1
355 1375 1
1203 47 1
548 1232 1
1534 11509 1
527 21 1
1353 14127 1
1435 1508 1
102 2668 1
392 992 1
94 2068 1
1296 12315 1
886 3310 1
723 9569 1
76 2130 1
516 7660 1
931 108 1
457 145 1
811 1388 1
638 139 1
1067 247 1
451 177 1
761 9930 1
23 899 1
707 1103 1
219 4339 1
450 7056 1
185 542 1
683 4 1
1181 293 1
119 19 1
1889 461 1
1560 807 1
995 11623 1
971 11449 1
65 1588 1
1098 3082 1
1076 496 1
513 2202 1
221 3325 1
1045 2582 1
766 2461 1
1544 798 1
1726 147 1
1007 691 1
1823 270 1
1635 15625 1
1838 9657 1
1703 439 1
1133 665 1
1764 16869 1
1374 2748 1
261 7 1
824 1924 1
1566 414 1
614 8693 1
1054 5202 1
1866 169 1
1115 184 1
1492 14963 1
341 1607 1
265 4917 1
392 416 1
1207 46 1
1572 131 1
874 10775 1
363 1413 1
1325 260 1
1368 1108 1
944 11274 1
903 249 1
57 1700 1
945 11289 1
404 732 1
83 2331 1
1593 411 1
971 9611 1
1080 259 1
1333 651 1
1539 3563 1
825 1676 1
377 1134 1
1891 8174 1
