550 651 1
471 429 1
1648 1633 1
506 7533 1
1169 866 1
776 211 1
1827 6600 1
228 104 1
1100 1317 1
1512 7145 1
1400 1365 1
404 6492 1
161 448 1
52 1586 1
1605 932 1
1803 994 1
1540 123 1
173 121 1
1099 12460 1
1788 903 1
1250 13493 1
1504 237 1
585 483 1
165 1745 1
1783 153 1
1243 156 1
527 7805 1
1244 13466 1
25 967 1
1111 139 1
1815 1069 1
556 2486 1
162 805 1
422 122 1
1266 238 1
1400 1849 1
1477 565 1
11 483 1
171 3646 1
1161 255 1
1699 16361 1
946 2775 1
620 448 1
152 3398 1
1487 461 1
882 5400 1
1225 182 1
354 6010 1
1358 14237 1
1849 1945 1
115 2912 1
1827 10787 1
1745 1133 1
593 123 1
301 4319 1
1248 3579 1
1192 13076 1
169 425 1
115 1517 1
1867 249 1
332 261 1
406 6535 1
1589 552 1
197 448 1
1458 14702 1
486 870 1
1710 2028 1
1540 1356 1
810 10288 1
405 6510 1
1760 249 1
1227 556 1
361 1574 1
1776 241 1
5 262 1
1799 1359 1
1809 1374 1
1333 13949 1
541 7922 1
1335 7019 1
24 867 1
640 461 1
1176 238 1
767 438 1
1001 1297 1
1138 3231 1
1104 3707 1
550 425 1
1885 4039 1
718 9516 1
1513 1466 1
169 1184 1
577 2034 1
1796 930 1
1459 11344 1
1580 248 1
74 1108 1
1030 867 1
1390 909 1
708 169 1
838 328 1
954 3902 1
1467 5859 1
1845 1249 1
1839 17328 1
1571 2546 1
1325 237 1
187 3894 1
582 2383 1
368 6178 1
54 238 1
1490 1336 1
1444 4841 1
480 7345 1
1206 1592 1
101 2633 1
652 38 1
275 1766 1
1493 8310 1
1698 3034 1
636 206 1
1760 276 1
1557 855 1
441 255 1
1243 106 1
396 907 1
811 749 1
498 1409 1
1119 3491 1
1357 2964 1
1028 473 1
894 1430 1
1219 11453 1
1042 2076 1
411 33 1
662 9092 1
73 2060 1
1714 247 1
443 7014 1
102 1307 1
1071 1474 1
92 2518 1
1625 15811 1
1601 1013 1
998 11630 1
1114 12625 1
71 179 1
228 250 1
637 504 1
519 122 1
295 1096 1
1218 3676 1
1563 5955 1
789 10187 1
1317 147 1
208 2201 1
443 7004 1
1268 1372 1
867 157 1
1034 244 1
1662 839 1
859 38 1
537 1676 1
103 2696 1
334 5741 1
1414 1349 1
370 3120 1
1433 14588 1
1596 13027 1
988 327 1
1101 169 1
612 8631 1
1642 1403 1
661 1331 1
1540 1355 1
968 596 1
564 8167 1
1251 225 1
1579 4659 1
1036 249 1
1013 11747 1
1465 8236 1
1448 450 1
845 228 1
501 808 1
1604 744 1
1436 2031 1
1883 15765 1
1435 657 1
1581 1668 1
1481 461 1
0 27 1
562 1341 1
168 1600 1
1418 240 1
1486 241 1
94 704 1
756 249 1
1686 0 1
725 1368 1
1030 11915 1
1879 2754 1
1095 12430 1
1712 2857 1
1591 282 1
517 5484 1
38 1328 1
1549 1866 1
1852 454 1
158 3510 1
1733 9876 1
633 8862 1
1323 1749 1
659 7538 1
1056 12141 1
570 3341 1
915 1124 1
179 1836 1
1843 523 1
639 1158 1
275 656 1
1191 10498 1
1160 156 1
1643 16 1
53 1629 1
1469 240 1
1130 2728 1
1800 4561 1
1849 662 1
658 9031 1
119 798 1
1507 3676 1
1362 14022 1
1148 106 1
700 362 1
1682 378 1
1885 5891 1
1647 1359 1
669 249 1
1085 851 1
1461 14730 1
686 790 1
932 259 1
386 280 1
520 1257 1
612 8643 1
116 749 1
1008 267 1
1517 2362 1
1385 639 1
1509 1023 1
905 495 1
1807 17151 1
325 5667 1
1533 15232 1
882 280 1
305 5444 1
160 2317 1
378 259 1
1107 781 1
1696 175 1
943 468 1
1758 16839 1
1664 6284 1
784 122 1
1765 293 1
1087 5 1
732 183 1
1891 1205 1
1719 145 1
710 142 1
941 1359 1
787 3314 1
1688 656 1
1451 274 1
1570 837 1
1825 21 1
1733 1365 1
546 305 1
1126 182 1
818 3009 1
325 1096 1
805 1055 1
870 990 1
1101 2494 1
1867 1435 1
1315 5524 1
552 8041 1
50 1540 1
662 8 1
1066 2566 1
1880 861 1
232 630 1
1881 861 1
1409 249 1
575 398 1
1137 278 1
746 263 1
115 244 1
1476 651 1
938 169 1
1796 911 1
1499 641 1
1446 814 1
1600 249 1
1136 2008 1
1709 38 1
847 103 1
1773 15184 1
1647 1372 1
1314 178 1
748 798 1
40 38 1
1210 11203 1
1614 11183 1
1326 13910 1
310 228 1
1716 3234 1
1641 379 1
625 656 1
523 7342 1
492 241 1
493 7472 1
1872 460 1
201 2181 1
1762 3649 1
932 282 1
209 274 1
687 2116 1
325 916 1
1504 256 1
1324 3283 1
1816 17196 1
624 3951 1
387 241 1
18 748 1
1748 1745 1
757 244 1
184 37 1
1129 112 1
35 315 1
165 2373 1
287 5207 1
1838 3564 1
744 9731 1
735 114 1
831 325 1
1781 802 1
1430 450 1
1111 12590 1
1521 633 1
103 2710 1
983 666 1
1248 267 1
1342 807 1
494 7477 1
1555 2528 1
1259 380 1
1319 379 1
539 7895 1
1542 121 1
565 5137 1
889 10907 1
1521 178 1
1080 435 1
346 5942 1
1544 15309 1
1721 11070 1
864 328 1
10 138 1
1165 21 1
75 129 1
971 867 1
1345 468 1
302 660 1
1299 1739 1
367 4826 1
659 5157 1
1859 1424 1
578 182 1
1757 4005 1
1204 10718 1
1136 8496 1
463 7156 1
1372 3701 1
1037 289 1
500 4952 1
1460 462 1
1786 7047 1
1129 199 1
1477 1480 1
1228 272 1
1437 855 1
58 1728 1
1021 11801 1
98 1024 1
1258 178 1
1869 1073 1
1132 8006 1
98 2184 1
1531 1317 1
1759 1738 1
1818 267 1
465 249 1
152 3407 1
1450 243 1
53 1608 1
1588 416 1
193 3321 1
35 5 1
570 333 1
18 750 1
936 176 1
1323 147 1
331 241 1
878 8597 1
1068 3375 1
1656 478 1
587 131 1
233 2552 1
757 640 1
1432 790 1
1695 1378 1
1071 868 1
586 234 1
85 1199 1
909 788 1
1841 3962 1
1491 373 1
564 2684 1
1409 408 1
1177 13038 1
1786 5668 1
546 7974 1
1814 136 1
1238 2157 1
1824 8744 1
1552 15398 1
1331 497 1
1769 16887 1
575 176 1
1322 13875 1
1518 6290 1
313 408 1
1603 15705 1
864 10705 1
1839 2912 1
1661 2834 1
1405 112 1
810 1017 1
1462 14740 1
1865 10745 1
1243 905 1
1658 15995 1
484 7400 1
1868 238 1
1610 6454 1
258 4818 1
1611 1780 1
865 757 1
886 483 1
566 183 1
1026 11870 1
644 8915 1
1622 21 1
192 3553 1
1034 206 1
375 512 1
1221 1042 1
1069 4107 1
836 541 1
1729 251 1
1213 2918 1
1040 11959 1
1388 416 1
861 176 1
851 6079 1
1726 2187 1
999 11679 1
1031 1570 1
1728 10227 1
224 4410 1
652 304 1
102 1328 1
203 2457 1
4 212 1
284 3122 1
1332 3504 1
1854 3976 1
1502 4557 1
994 4316 1
509 327 1
1139 580 1
1780 368 1
130 38 1
833 4659 1
983 44 1
1365 277 1
1297 280 1
561 542 1
248 183 1
44 414 1
1596 362 1
1785 21 1
1158 1049 1
1839 176 1
1694 656 1
1319 13864 1
1720 282 1
340 2918 1
971 678 1
510 2703 1
681 244 1
1661 2279 1
1373 654 1
288 755 1
1399 1195 1
1471 13389 1
294 169 1
1653 1096 1
909 11046 1
1064 2376 1
1094 247 1
415 6351 1
811 275 1
402 374 1
1746 1718 1
1101 10278 1
1525 854 1
624 4847 1
1626 1067 1
1225 1096 1
508 7563 1
1046 30 1
1558 1107 1
1667 238 1
569 8240 1
679 9262 1
930 552 1
1448 1055 1
912 11096 1
408 3445 1
269 726 1
1043 357 1
1739 16659 1
499 1419 1
1666 429 1
1297 13767 1
246 1668 1
493 7460 1
731 7451 1
552 16 1
642 293 1
1622 1465 1
390 411 1
274 347 1
537 21 1
1145 12849 1
743 5156 1
1798 1360 1
946 533 1
1130 9981 1
5 270 1
958 448 1
1473 14853 1
190 787 1
52 216 1
439 1419 1
48 1486 1
678 3084 1
499 461 1
339 298 1
395 6418 1
212 737 1
243 339 1
1587 15606 1
1074 483 1
696 9392 1
1719 16523 1
288 5237 1
1377 9109 1
467 3047 1
268 483 1
112 176 1
1882 9535 1
813 7599 1
1593 374 1
227 240 1
426 38 1
500 1389 1
1731 391 1
1767 570 1
141 242 1
456 685 1
1888 1048 1
273 5008 1
698 911 1
1004 182 1
1126 327 1
1340 905 1
95 177 1
93 685 1
643 139 1
1886 17566 1
181 1041 1
300 869 1
674 984 1
1417 8468 1
1666 969 1
849 4365 1
1695 467 1
207 4218 1
1888 14099 1
1628 1738 1
1473 14855 1
865 770 1
464 909 1
1738 12365 1
502 1419 1
692 4857 1
1107 2875 1
1256 111 1
497 207 1
123 1430 1
1070 3141 1
1647 2751 1
1376 37 1
210 4253 1
829 3191 1
1770 1404 1
1661 678 1
320 1030 1
502 987 1
210 562 1
233 171 1
77 2168 1
90 244 1
1071 12292 1
381 2465 1
1245 5917 1
892 994 1
1735 1733 1
597 8323 1
1849 1331 1
1489 1372 1
1237 987 1
148 1298 1
593 918 1
1889 175 1
1048 103 1
851 276 1
505 4138 1
690 6480 1
364 4025 1
1334 240 1
1670 834 1
1440 932 1
135 549 1
1664 5951 1
711 798 1
1176 631 1
1530 1372 1
625 8810 1
1426 411 1
1640 106 1
614 8690 1
1536 176 1
477 7318 1
1783 656 1
1314 21 1
33 1135 1
998 11656 1
86 2404 1
962 4560 1
932 16 1
260 450 1
1299 177 1
367 6169 1
1154 2835 1
1559 828 1
1487 3321 1
534 247 1
1194 8729 1
488 442 1
353 909 1
1198 2720 1
1850 454 1
1813 131 1
1392 8234 1
1235 259 1
1144 1774 1
846 449 1
1299 13508 1
1615 2391 1
493 7468 1
239 2475 1
1003 4769 1
1360 1356 1
1133 1096 1
417 6447 1
540 3719 1
643 177 1
429 2283 1
1491 16 1
